mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va
14	14	61	61	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	262										
14	14	123/2	123/2	1.0	3/4	3/4	Chord	9/8	2	1	1/4	1/4	1	263		articTenutoAbove								
14	14	125/2	125/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	264		articStaccatoAbove								
14	14	123/2	123/2	0.5	3/4	3/4	Chord	9/8	2	2	1/8	1/8	1	265									51	
14	14	62	62	0.5	7/8	7/8	Chord	9/8	2	2	1/8	1/8	1	266									51	
14	14	125/2	125/2	0.5	1	1	Chord	9/8	2	2	1/8	1/8	1	267										
15	15	63	63	0.0	0	0	Spanner	9/8	1	1	0													
15	15	63	63	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	268		articStaccatoAbove								
15	15	255/4	255/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	269									52	
15	15	64	64	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	270										
15	15	129/2	129/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	271		articStaccatoAbove								
15	15	261/4	261/4	0.0	9/16	9/16	Spanner	9/8	1	1	0													2
15	15	261/4	261/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	272									53	2
15	15	131/2	131/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	273										2
15	15	66	66	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	274		articStaccatoAbove								2
15	15	267/4	267/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	275									54	2
15	15	67	67	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	276										2
15	15	63	63	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	277		articStaccatoAbove								
15	15	255/4	255/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	278									55	
15	15	64	64	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	279										
15	15	129/2	129/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	280		articStaccatoAbove								
15	15	261/4	261/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	281									56	
15	15	131/2	131/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	282										
15	15	66	66	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	283		articStaccatoBelow								
15	15	267/4	267/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	284									57	
15	15	67	67	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	285										
16	16	135/2	135/2	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	286		articStaccatoAbove								2
16	16	273/4	273/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	287									58	2
16	16	137/2	137/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	288										2
16	16	69	69	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	289		articStaccatoAbove								2
16	16	139/2	139/2	0.0	1/2	1/2	Spanner	9/8	1	1	0													
16	16	279/4	279/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	290									59	
16	16	70	70	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	291										
16	16	141/2	141/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	292		articStaccatoBelow								
16	16	135/2	135/2	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	293		articStaccatoBelow								
16	16	273/4	273/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	294									60	
16	16	137/2	137/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	295										
16	16	69	69	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	296		articStaccatoAbove								
16	16	279/4	279/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	297									61	
16	16	70	70	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	298										
16	16	141/2	141/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	299		articStaccatoBelow								
