mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
16	16	200/3	200/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24	1/16	2/3	235									41	
16	16	401/6	401/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24	1/16	2/3	236									41	
16	16	67	67	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	237										
16	16	135/2	135/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	238		articStaccatoBelow								
17	17	68	68	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	239										
17	17	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	240									42	
17	17	70	70	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	241										
17	17	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	242									43	
17	17	68	68	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	243		articStaccatoBelow								
17	17	137/2	137/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24	1/16	2/3	244									44	
17	17	206/3	206/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24	1/16	2/3	245									44	
17	17	413/6	413/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24	1/16	2/3	246									44	
17	17	69	69	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	247										
17	17	139/2	139/2	0.0	3/8	3/8	StaffText	4/4	2	1	0						"dim
"							
17	17	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	248		articStaccatoBelow								
17	17	70	70	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	249		articStaccatoBelow								
17	17	141/2	141/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24	1/16	2/3	250									45	
17	17	212/3	212/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24	1/16	2/3	251									45	
17	17	425/6	425/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24	1/16	2/3	252									45	
17	17	71	71	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	253										
17	17	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	254		articStaccatoBelow								
18	18	72	72	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	255									43	
18	18	73	73	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	256										
18	18	75	75	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	257									46	
18	18	72	72	0.0	0	0	Dynamic	4/4	2	1	0				p									
18	18	72	72	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	258		articStaccatoBelow								
18	18	145/2	145/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24	1/16	2/3	259									47	
18	18	218/3	218/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24	1/16	2/3	260									47	
18	18	437/6	437/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24	1/16	2/3	261									47	
18	18	73	73	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	262										
18	18	147/2	147/2	0.0	3/8	3/8	StaffText	4/4	2	1	0						"dim.
"							
18	18	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	263		articStaccatoBelow								
18	18	74	74	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	264		articStaccatoBelow								
18	18	149/2	149/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24	1/16	2/3	265									48	
18	18	224/3	224/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24	1/16	2/3	266									48	
18	18	449/6	449/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24	1/16	2/3	267									48	
18	18	75	75	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	268										
18	18	151/2	151/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	269		articStaccatoBelow								
19	19	76	76	4.0	0	0	Chord	4/4	1	1	1	1	1	270										
19	19	76	76	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	271		articStaccatoBelow								
19	19	153/2	153/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24	1/16	2/3	272									49	
19	19	230/3	230/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24	1/16	2/3	273									49	
19	19	461/6	461/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24	1/16	2/3	274									49	
19	19	77	77	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	275										
19	19	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	276		articStaccatoBelow								
19	19	78	78	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	277		articStaccatoBelow								
19	19	157/2	157/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24	1/16	2/3	278									50	
19	19	236/3	236/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24	1/16	2/3	279									50	
19	19	473/6	473/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24	1/16	2/3	280									50	
19	19	79	79	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	281										
19	19	159/2	159/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	282										
20	20	80	80	0.0	0	0	Dynamic	4/4	1	1	0				pp									
20	20	80	80	0.0	0	0	StaffText	4/4	1	1	0						poco meno mosso							
20	20	161/2	161/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	283									51	
20	20	645/8	645/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32	1/32	1	284									51	
20	20	323/4	323/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	285									51	
20	20	647/8	647/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	286									51	
20	20	81	81	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	287										
20	20	163/2	163/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	288		articStaccatoBelow								
20	20	82	82	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	289		articStaccatoBelow								
20	20	165/2	165/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	290									52	
20	20	661/8	661/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	291									52	
20	20	331/4	331/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	292									52	
20	20	663/8	663/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	293									52	
20	20	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	294										
20	20	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	295		articStaccatoBelow								
20	20	80	80	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	296		articStaccatoBelow								
20	20	161/2	161/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32	1/32	1	297									53	
20	20	645/8	645/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32	1/32	1	298									53	
20	20	323/4	323/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32	1/32	1	299									53	
20	20	647/8	647/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32	1/32	1	300									53	
20	20	81	81	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	301										
20	20	163/2	163/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	302		articStaccatoBelow								
20	20	82	82	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	303		articStaccatoBelow								
20	20	165/2	165/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32	1/32	1	304									54	
20	20	661/8	661/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32	1/32	1	305									54	
20	20	331/4	331/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32	1/32	1	306									54	
20	20	663/8	663/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32	1/32	1	307									54	
20	20	83	83	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	308										
20	20	167/2	167/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	309		articStaccatoBelow								
21	21	84	84	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	310		articStaccatoBelow								
21	21	169/2	169/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	311									55	
21	21	677/8	677/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32	1/32	1	312									55	
21	21	339/4	339/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	313									55	
21	21	679/8	679/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	314									55	
21	21	85	85	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	315										
21	21	171/2	171/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	316		articAccentAbove								
21	21	86	86	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	317		articStaccatoBelow								
21	21	173/2	173/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	318		articAccentAbove								
21	21	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	319		articStaccatoBelow								
21	21	84	84	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	320		articStaccatoBelow								
21	21	169/2	169/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32	1/32	1	321									56	
21	21	677/8	677/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32	1/32	1	322									56	
21	21	339/4	339/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32	1/32	1	323									56	
21	21	679/8	679/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32	1/32	1	324									56	
21	21	85	85	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	325										
21	21	171/2	171/2	0.0	3/8	3/8	Dynamic	4/4	2	1	0				mf									
21	21	171/2	171/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	326		articAccentAbove								
21	21	86	86	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	327		articStaccatoAbove								
21	21	173/2	173/2	0.0	5/8	5/8	StaffText	4/4	2	1	0						dim.							
21	21	173/2	173/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	328		articAccentAbove								
21	21	87	87	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	329		articStaccatoAbove								
22	22	88	88	0.0	0	0	StaffText	4/4	1	1	0						m.d.							
22	22	88	88	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	330										
22	22	177/2	177/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	331									57	
22	22	709/8	709/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32	1/32	1	332									57	
22	22	355/4	355/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	333									57	
22	22	711/8	711/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	334									57	
22	22	89	89	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	335										
22	22	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	336		articAccentAbove								
22	22	90	90	0.0	1/2	1/2	StaffText	4/4	1	1	0						m.d.							
22	22	90	90	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	337										
22	22	181/2	181/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	338									58	
22	22	725/8	725/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	339									58	
22	22	363/4	363/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	340									58	
22	22	727/8	727/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	341									58	
22	22	91	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	342										
22	22	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	343		articAccentAbove								
22	22	88	88	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	344										
22	22	177/2	177/2	0.0	1/8	1/8	Dynamic	4/4	2	1	0				p									
22	22	177/2	177/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32	1/32	1	345									59	
22	22	709/8	709/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32	1/32	1	346									59	
22	22	355/4	355/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32	1/32	1	347									59	
22	22	711/8	711/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32	1/32	1	348									59	
22	22	89	89	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	349										
22	22	179/2	179/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	350		articAccentAbove								
22	22	90	90	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	351										
22	22	181/2	181/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32	1/32	1	352									60	
22	22	725/8	725/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32	1/32	1	353									60	
22	22	363/4	363/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32	1/32	1	354									60	
22	22	727/8	727/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32	1/32	1	355									60	
22	22	91	91	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	356										
22	22	183/2	183/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	357		articAccentAbove								
23	23	185/2	185/2	0.0	1/8	1/8	StaffText	4/4	1	1	0						dim.							
23	23	185/2	185/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	358									61	
23	23	741/8	741/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32	1/32	1	359									61	
23	23	371/4	371/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	360									61	
23	23	743/8	743/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	361									61	
23	23	93	93	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	362										
23	23	92	92	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	363										
23	23	187/2	187/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32	1/32	1	364									62	
23	23	749/8	749/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32	1/32	1	365									62	
23	23	375/4	375/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32	1/32	1	366									62	
23	23	751/8	751/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32	1/32	1	367									62	
23	23	94	94	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	368										
23	23	92	92	1.5	0	0	Chord	4/4	2	2	3/8	1/4	3/2	369										
