mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur
5	5	55/4	55/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	87				39
5	5	14	14	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	88				
5	5	59/4	59/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	89				40
5	5	12	12	0.25	0	0	Chord	3/4	1	2	1/16	1/16	1	90				
5	5	49/4	49/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	91				41
5	5	25/2	25/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	92		articTenutoBelow		
5	5	13	13	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	93				
5	5	53/4	53/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	94				42
5	5	27/2	27/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	95		articTenutoBelow		
5	5	14	14	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	96				
5	5	57/4	57/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	97				43
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	98		articTenutoBelow		
5	5	12	12	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	99		articStaccatoBelow		
5	5	51/4	51/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	100				44
5	5	13	13	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	101		articStaccatoBelow		
5	5	55/4	55/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	102				45
5	5	14	14	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	103		articStaccatoBelow		
5	5	59/4	59/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	104				46
6	6	15	15	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	105		articStaccatoAbove		
6	6	63/4	63/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	106				47
6	6	16	16	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	107		articStaccatoAbove		
6	6	67/4	67/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	108				48
6	6	17	17	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	109		articStaccatoAbove		
6	6	71/4	71/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	110				49
6	6	15	15	0.25	0	0	Chord	3/4	1	2	1/16	1/16	1	111				
6	6	61/4	61/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	112				50
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	113		articTenutoBelow		
6	6	16	16	0.0	1/4	1/4	StaffText	3/4	1	2	0						dim.	
6	6	16	16	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	114				
6	6	65/4	65/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	115				51
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	116		articTenutoBelow		
6	6	17	17	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	117				
6	6	69/4	69/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	118				52
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	119		articTenutoBelow		
6	6	15	15	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	120		articStaccatoBelow		
6	6	63/4	63/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	121				53
6	6	16	16	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	122		articStaccatoBelow		
6	6	67/4	67/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	123				54
6	6	17	17	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	124		articStaccatoBelow		
6	6	71/4	71/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	125				55
7	7	18	18	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	126		articStaccatoAbove		
7	7	75/4	75/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	127				56
7	7	19	19	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	128		articStaccatoAbove		
7	7	79/4	79/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	129				57
7	7	20	20	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	130		articStaccatoAbove		
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	131				58
7	7	18	18	0.0	0	0	Dynamic	3/4	1	2	0				p			
7	7	18	18	0.25	0	0	Chord	3/4	1	2	1/16	1/16	1	132				
7	7	73/4	73/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	133				59
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	134		articTenutoBelow		
7	7	19	19	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	135				
7	7	77/4	77/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	136				60
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	137		articTenutoBelow		
7	7	20	20	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	138				
7	7	81/4	81/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	139				61
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	140		articTenutoBelow		62
7	7	18	18	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	141		articStaccatoBelow		
7	7	75/4	75/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	142				63
7	7	19	19	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	143		articStaccatoBelow		
7	7	79/4	79/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	144				64
7	7	20	20	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	145		articStaccatoBelow		
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	146				65
8	8	21	21	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	147		articTenutoAbove		
8	8	21	21	0.25	0	0	Chord	3/4	1	2	1/16	1/16	1	148				
8	8	85/4	85/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	149				66
8	8	43/2	43/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16	1/16	1	150				66
8	8	87/4	87/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16	1/16	1	151				66
8	8	22	22	0.0	1/4	1/4	StaffText	3/4	1	2	0						"perdendo

"	66
8	8	22	22	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	152				66
8	8	89/4	89/4	0.5	5/16	5/16	Chord	3/4	1	2	1/8	1/8	1	153				66
8	8	91/4	91/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16	1/16	1	154				66
8	8	23	23	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	155				66
8	8	93/4	93/4	0.5	9/16	9/16	Chord	3/4	1	2	1/8	1/8	1	156				66
8	8	95/4	95/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16	1/16	1	157				66
8	8	21	21	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	158				67
8	8	87/4	87/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	159				67
8	8	22	22	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	160				67
8	8	89/4	89/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	161				67
8	8	45/2	45/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	162				67
8	8	91/4	91/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	163				67
8	8	23	23	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	164				67
8	8	93/4	93/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	165				67
8	8	47/2	47/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	166				67
8	8	95/4	95/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	167				
8	8	21	21	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	168				
9	9	24	24	0.0	0	0	Dynamic	3/4	1	1	0				pp			
9	9	24	24	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	169		articStaccatoAbove		
9	9	99/4	99/4	0.0	3/16	3/16	StaffText	3/4	1	1	0						"sempre leggiere

"	
9	9	99/4	99/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	170		articStaccatoAbove		
9	9	25	25	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	171		articStaccatoAbove		
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	172		articStaccatoAbove		
9	9	26	26	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	173		articStaccatoAbove		
9	9	107/4	107/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	174		articStaccatoAbove		
9	9	97/4	97/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	175				68
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	176		articTenutoBelow		
9	9	25	25	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	177				
9	9	101/4	101/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	178				69
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	179		articTenutoBelow		
9	9	26	26	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	180				
9	9	105/4	105/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	181				70
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	182		articTenutoBelow		71
9	9	24	24	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	183		articStaccatoBelow		
9	9	99/4	99/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	184		articStaccatoBelow		
9	9	25	25	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	185		articStaccatoBelow		
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	186		articStaccatoBelow		
9	9	26	26	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	187		articStaccatoBelow		
9	9	107/4	107/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	188		articStaccatoBelow		
9	9	97/4	97/4	0.25	1/16	1/16	Chord	3/4	2	2	1/16	1/16	1	189				72
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	190		articTenutoAbove		
9	9	25	25	0.25	1/4	1/4	Chord	3/4	2	2	1/16	1/16	1	191				
9	9	101/4	101/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16	1/16	1	192				73
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	193		articTenutoAbove		
9	9	26	26	0.25	1/2	1/2	Chord	3/4	2	2	1/16	1/16	1	194				
9	9	105/4	105/4	0.25	9/16	9/16	Chord	3/4	2	2	1/16	1/16	1	195				74
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	196		articTenutoAbove		
10	10	27	27	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	197		articStaccatoAbove		
10	10	111/4	111/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	198		articStaccatoAbove		
10	10	28	28	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	199		articStaccatoAbove		
10	10	115/4	115/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	200		articStaccatoAbove		
10	10	29	29	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	201		articStaccatoAbove		
10	10	119/4	119/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	202		articStaccatoAbove		
10	10	27	27	0.25	0	0	Chord	3/4	1	2	1/16	1/16	1	203				
10	10	109/4	109/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	204				75
10	10	55/2	55/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	205		articTenutoBelow		
10	10	28	28	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	206				
10	10	113/4	113/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	207				76
10	10	57/2	57/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	208		articTenutoBelow		
10	10	29	29	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	209				
10	10	117/4	117/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	210				77
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	211		articTenutoBelow		78
10	10	27	27	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	212		articStaccatoBelow		
10	10	111/4	111/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	213		articStaccatoBelow		
10	10	28	28	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	214		articStaccatoBelow		
10	10	115/4	115/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	215		articStaccatoBelow		
10	10	29	29	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	216		articStaccatoBelow		
10	10	119/4	119/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	217		articStaccatoBelow		
10	10	27	27	0.25	0	0	Chord	3/4	2	2	1/16	1/16	1	218				
10	10	109/4	109/4	0.25	1/16	1/16	Chord	3/4	2	2	1/16	1/16	1	219				79
10	10	55/2	55/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	220		articTenutoAbove		
10	10	28	28	0.25	1/4	1/4	Chord	3/4	2	2	1/16	1/16	1	221				
10	10	113/4	113/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16	1/16	1	222				80
10	10	57/2	57/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	223				
10	10	29	29	0.25	1/2	1/2	Chord	3/4	2	2	1/16	1/16	1	224				
10	10	117/4	117/4	0.25	9/16	9/16	Chord	3/4	2	2	1/16	1/16	1	225				81
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	226		articTenutoAbove		
11	11	30	30	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	227		articStaccatoAbove		
11	11	123/4	123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	228		articStaccatoAbove		
11	11	31	31	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	229		articStaccatoAbove		
11	11	127/4	127/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	230		articStaccatoAbove		
11	11	32	32	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	231		articStaccatoAbove		
11	11	131/4	131/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	232		articStaccatoAbove		
11	11	30	30	0.25	0	0	Chord	3/4	1	2	1/16	1/16	1	233				
11	11	121/4	121/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	234				82
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	235		articTenutoBelow		
11	11	31	31	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	236				
11	11	125/4	125/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	237				83
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	238		articTenutoBelow		
11	11	32	32	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	239				
11	11	129/4	129/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	240				84
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	241		articTenutoBelow		85
11	11	30	30	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	242		articStaccatoBelow		
11	11	123/4	123/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	243		articStaccatoBelow		
11	11	31	31	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	244		articStaccatoBelow		
11	11	127/4	127/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	245		articStaccatoBelow		
11	11	32	32	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	246		articStaccatoBelow		
11	11	131/4	131/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	247		articStaccatoBelow		
11	11	30	30	0.25	0	0	Chord	3/4	2	2	1/16	1/16	1	248				
11	11	121/4	121/4	0.25	1/16	1/16	Chord	3/4	2	2	1/16	1/16	1	249				86
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	250		articTenutoAbove		
11	11	31	31	0.25	1/4	1/4	Chord	3/4	2	2	1/16	1/16	1	251				
11	11	125/4	125/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16	1/16	1	252				87
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	253		articTenutoAbove		
11	11	32	32	0.25	1/2	1/2	Chord	3/4	2	2	1/16	1/16	1	254				
11	11	129/4	129/4	0.25	9/16	9/16	Chord	3/4	2	2	1/16	1/16	1	255				88
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	256		articTenutoAbove		89
12	12	33	33	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	257		articStaccatoAbove		
12	12	135/4	135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	258		articStaccatoAbove		
12	12	34	34	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	259		articStaccatoAbove		
