mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	TextLine	Ottava:8va	crescendo_hairpin	decrescendo_hairpin
31	31	130	130	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	512													
31	31	391/3	391/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	513													
31	31	392/3	392/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	514													
31	31	131	131	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	515													
31	31	394/3	394/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	516													
31	31	395/3	395/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	517													
31	31	132	132	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	518													
31	31	397/3	397/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	519													
31	31	398/3	398/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	520													
32	32	133	133	0.0	0	0	Dynamic	4/4	1	1	0				mf								90				
32	32	133	133	0.0	0	0	Spanner	4/4	1	1	0												90				
32	32	133	133	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	521		articTenutoAbove							90				
32	32	134	134	0.0	1/4	1/4	Spanner	4/4	1	1	0															0	
32	32	134	134	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	522		articTenutoAbove										0	
32	32	136	136	0.0	3/4	3/4	Spanner	4/4	1	1	0																
32	32	136	136	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6	1/4	2/3	523									91				
32	32	410/3	410/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	524									91				
32	32	133	133	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	525													
32	32	400/3	400/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	526									92				
32	32	401/3	401/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	527									92				
32	32	134	134	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	528									92				
32	32	403/3	403/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	529									92				
32	32	404/3	404/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	530									92				
32	32	135	135	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	531									92				
32	32	406/3	406/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	532									92				
32	32	407/3	407/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	533									92				
32	32	136	136	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	534									92				
32	32	409/3	409/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	535									92				
32	32	410/3	410/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	536													
33	33	137	137	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	537													
33	33	139	139	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	538													
33	33	279/2	279/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	539									93				
33	33	140	140	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6	1/4	2/3	540									93				
33	33	422/3	422/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	541													
33	33	137	137	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	542													
33	33	412/3	412/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	543									94				
33	33	413/3	413/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	544									94				
33	33	138	138	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	545									94				
33	33	415/3	415/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	546									94				
33	33	416/3	416/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	547									94				
33	33	139	139	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	548									94				
33	33	418/3	418/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	549									94				
33	33	419/3	419/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	550									94				
33	33	140	140	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	551									94				
33	33	421/3	421/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	552									94				
33	33	422/3	422/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	553													
34	34	141	141	0.3333333333333333	0	0	Chord	2/4	1	1	1/12	1/8	2/3	554									95				
34	34	424/3	424/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12	1/8	2/3	555									95				
34	34	425/3	425/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12	1/8	2/3	556									95				
34	34	142	142	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12	1/8	2/3	557									95				
34	34	427/3	427/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12	1/8	2/3	558									95				
34	34	428/3	428/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12	1/8	2/3	559									95				
34	34	141	141	0.3333333333333333	0	0	Chord	2/4	2	1	1/12	1/8	2/3	560									96				
34	34	424/3	424/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12	1/8	2/3	561									96				
34	34	425/3	425/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12	1/8	2/3	562									96				
34	34	142	142	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12	1/8	2/3	563									96				
34	34	427/3	427/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12	1/8	2/3	564									96				
34	34	428/3	428/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12	1/8	2/3	565													
35	35	143	143	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	566													
35	35	146	146	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6	1/4	2/3	567									97				
35	35	440/3	440/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	568									97				
35	35	143	143	0.0	0	0	StaffText	4/4	2	1	0						dim.										
35	35	143	143	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	569													
35	35	430/3	430/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	570									98				
35	35	431/3	431/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	571									98				
35	35	144	144	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	572									98				
35	35	433/3	433/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	573									98				
35	35	434/3	434/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	574													
35	35	145	145	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	575													
35	35	436/3	436/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	576									99				
35	35	437/3	437/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	577									99				
35	35	146	146	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	578									99				
35	35	439/3	439/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	579									99				
35	35	440/3	440/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	580													
35	35	436/3	436/3	0.6666666666666666	7/12	7/12	Chord	4/4	2	2	1/6	1/4	2/3	581													
35	35	439/3	439/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	2	1/6	1/4	2/3	582													
36	36	147	147	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	583													
36	36	148	148	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	584													
36	36	297/2	297/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	585									100				
36	36	149	149	0.6666666666666666	1/2	1/2	Chord	3/4	1	1	1/6	1/4	2/3	586									100				
36	36	449/3	449/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	587													
36	36	149	149	1.0	1/2	1/2	Chord	3/4	1	3	1/4	1/4	1	588													
36	36	147	147	0.0	0	0	Dynamic	3/4	2	1	0				p												
36	36	147	147	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	589													
36	36	442/3	442/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	590									101				
36	36	443/3	443/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	591									101				
36	36	148	148	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	592													
36	36	149	149	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	593													
36	36	148	148	0.0	1/4	1/4	Spanner	3/4	2	2	0															1	
36	36	148	148	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	594												1	
36	36	149	149	0.0	1/2	1/2	Spanner	3/4	2	2	0																
36	36	149	149	0.6666666666666666	1/2	1/2	Chord	3/4	2	2	1/6	1/4	2/3	595													
36	36	449/3	449/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	2	1/12	1/8	2/3	596													
37	37	150	150	0.0	0	0	Spanner	3/4	1	1	0																0
37	37	150	150	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	597		articTenutoAbove							102				0
37	37	151	151	0.0	1/4	1/4	Spanner	3/4	1	1	0																
37	37	151	151	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	598													
37	37	305/2	305/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	599		articTenutoAbove											
37	37	150	150	3.0	0	0	Chord	3/4	1	3	3/4	1/2	3/2	600													
37	37	451/3	451/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	601									103				
37	37	452/3	452/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	602									103				
37	37	151	151	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	603									103				
37	37	454/3	454/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	604									103				
37	37	455/3	455/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	605									103				
37	37	152	152	0.0	1/2	1/2	Spanner	3/4	2	1	0															2	
37	37	152	152	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	606												2	
38	38	153	153	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	607													
38	38	153	153	0.0	0	0	Spanner	3/4	1	3	0																1
38	38	153	153	1.0	0	0	Chord	3/4	1	3	1/4	1/4	1	608									104				1
38	38	154	154	0.0	1/4	1/4	Spanner	3/4	1	3	0																
38	38	154	154	1.0	1/4	1/4	Chord	3/4	1	3	1/4	1/4	1	609													
38	38	155	155	0.0	1/2	1/2	Spanner	3/4	1	3	0															3	
38	38	155	155	0.5	1/2	1/2	Chord	3/4	1	3	1/8	1/8	1	610												3	
38	38	311/2	311/2	0.0	5/8	5/8	Spanner	3/4	1	3	0																
38	38	311/2	311/2	0.5	5/8	5/8	Chord	3/4	1	3	1/8	1/8	1	611		articTenutoAbove											
38	38	153	153	0.0	0	0	Spanner	3/4	2	1	0																
38	38	460/3	460/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	612									105				
38	38	461/3	461/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	613									105				
38	38	154	154	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	614									105				
38	38	463/3	463/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	615									105				
38	38	464/3	464/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	616													
38	38	155	155	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	617													
39	39	156	156	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	618													
39	39	158	158	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	619									106				
39	39	475/3	475/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	620		articTenutoAbove							106				
39	39	476/3	476/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	621		articTenutoAbove											
39	39	156	156	0.0	0	0	Spanner	3/4	1	3	0																2
39	39	156	156	1.0	0	0	Chord	3/4	1	3	1/4	1/4	1	622									107				2
39	39	157	157	0.0	1/4	1/4	Spanner	3/4	1	3	0																
39	39	157	157	0.6666666666666666	1/4	1/4	Chord	3/4	1	3	1/6	1/4	2/3	623													
39	39	473/3	473/3	0.0	5/12	5/12	Spanner	3/4	1	3	0																3
39	39	473/3	473/3	0.0	5/12	5/12	Spanner	3/4	1	3	0															4	3
39	39	473/3	473/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	3	1/12	1/8	2/3	624												4	3
39	39	158	158	0.0	1/2	1/2	Spanner	3/4	1	3	0																
39	39	158	158	0.0	1/2	1/2	Spanner	3/4	1	3	0																
39	39	158	158	1.0	1/2	1/2	Chord	3/4	1	3	1/4	1/4	1	625													
39	39	469/3	469/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	626									108				
39	39	470/3	470/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	627									108				
39	39	157	157	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	628									108				
39	39	472/3	472/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	629													
39	39	158	158	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	630													
40	40	159	159	0.0	0	0	Dynamic	3/4	1	1	0				p												
40	40	159	159	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	631		articTenutoAbove											
40	40	319/2	319/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	632									109				
40	40	160	160	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	633									109				
40	40	321/2	321/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	634									109				
40	40	161	161	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	635													
41	41	162	162	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	636		articTenutoAbove											
41	41	163	163	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	637		articTenutoAbove											
41	41	329/2	329/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	638									110				
41	41	162	162	2.0	0	0	Chord	3/4	1	3	1/2	1/2	1	639									111				
41	41	164	164	1.0	1/2	1/2	Chord	3/4	1	3	1/4	1/4	1	640													
41	41	162	162	0.0	0	0	Dynamic	3/4	2	1	0				mf												
41	41	162	162	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	641													
42	42	165	165	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	642													
42	42	167	167	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	643													
42	42	165	165	2.0	0	0	Chord	3/4	1	3	1/2	1/2	1	644													
42	42	167	167	1.0	1/2	1/2	Chord	3/4	1	3	1/4	1/4	1	645		articTenutoAbove											
42	42	165	165	0.0	0	0	StaffText	3/4	2	1	0						dim.										
42	42	165	165	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	646													
42	42	167	167	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	647													
42	42	331/2	331/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	648									112				
42	42	166	166	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	649									112				
42	42	333/2	333/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	650													
42	42	167	167	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	651													
43	43	168	168	0.0	0	0	Dynamic	3/4	1	1	0				p												
43	43	168	168	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	652													
43	43	169	169	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	653													
43	43	170	170	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	654													
43	43	168	168	1.0	0	0	Chord	3/4	1	3	1/4	1/4	1	655													
43	43	169	169	0.6666666666666666	1/4	1/4	Chord	3/4	1	3	1/6	1/4	2/3	656		articTenutoAbove							113				
43	43	509/3	509/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	3	1/12	1/8	2/3	657									113				
43	43	170	170	1.0	1/2	1/2	Chord	3/4	1	3	1/4	1/4	1	658													
43	43	168	168	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	659									114				
43	43	505/3	505/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	660									114				
43	43	506/3	506/3	0.0	1/6	1/6	Spanner	3/4	2	1	0													0			
43	43	506/3	506/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	661										0			
43	43	169	169	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	662									115	0			
43	43	170	170	0.0	1/2	1/2	StaffText	3/4	2	1	0						dim.							0			
43	43	170	170	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	663										0			
44	44	171	171	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	664													
44	44	172	172	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	665		articTenutoAbove											
44	44	517/3	517/3	0.6666666666666666	1/3	1/3	Chord	3/4	1	1	1/6	1/4	2/3	666		articTenutoAbove							116				
44	44	171	171	0.5	0	0	Chord	3/4	1	3	1/8	1/8	1	667													
44	44	171	171	0.0	0	0	Spanner	3/4	2	1	0																
44	44	171	171	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	668													
44	44	343/2	343/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0				pp												
44	44	172	172	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	669		articTenutoAbove											
44	44	517/3	517/3	0.6666666666666666	1/3	1/3	Chord	3/4	2	1	1/6	1/4	2/3	670		articTenutoAbove							117				
